  x      sigx     y      sigy  
-11.1605 0.0760 -10.9121 0.0686 
-11.1175 0.0708 -10.8138 0.0666 
-11.1512 0.0720 -10.7207 0.0729 
-11.1664 0.0687 -10.7184 0.0640 
-11.1729 0.0678 -10.7501 0.0600 
-9.8997 0.1071 -10.2874 0.0973 
-10.0031 0.1065 -10.1607 0.0678 
-10.1095 0.1058 -10.1172 0.0666 
-10.1898 0.1023 -10.1149 0.0630 
-10.2197 0.0997 -10.1652 0.0667 
-10.2856 0.0968 -10.2049 0.0633 
-10.3494 0.0953 -10.2298 0.0662 
-10.4058 0.0959 -10.2494 0.0705 
-10.4401 0.0917 -10.2647 0.0684 
-10.4817 0.0865 -10.2881 0.0647 
-10.5245 0.0841 -10.3117 0.0621 
-10.5602 0.0810 -10.3124 0.0615 
-10.6085 0.0792 -10.3225 0.0603 
-10.6652 0.0787 -10.3473 0.0626 
-10.7179 0.0781 -10.3703 0.0688 
-10.7428 0.0753 -10.4078 0.0707 
-10.7865 0.0749 -10.4495 0.0721 
-10.8347 0.0750 -10.4675 0.0714 
-10.8642 0.0737 -10.4996 0.0760 
-10.9131 0.0740 -10.5439 0.0958 
-8.5033 0.1063 -8.3882 0.1248 
-8.5946 0.1049 -8.5697 0.1172 
-8.6932 0.1030 -8.6954 0.1153 
-8.7838 0.1010 -8.7937 0.1155 
-8.8655 0.0987 -8.8746 0.1131 
-8.9406 0.0963 -8.9425 0.1159 
-9.0065 0.0940 -8.9995 0.1114 
-9.0682 0.0916 -9.0515 0.1116 
-9.1188 0.0895 -9.0964 0.1113 
-9.1600 0.0878 -9.1385 0.1113 
-9.1968 0.0862 -9.1768 0.1120 
-9.2317 0.0849 -9.2078 0.1114 
-9.2681 0.0835 -9.2405 0.1115 
-9.3045 0.0822 -9.2699 0.1106 
-9.3426 0.0810 -9.2952 0.1107 
-9.3790 0.0801 -9.3180 0.1115 
-9.4148 0.0792 -9.3432 0.1270 
-9.4473 0.0785 -9.3632 0.1173 
-9.4784 0.0779 -9.3827 0.1133 
-9.5052 0.0774 -9.4036 0.1131 
-9.5305 0.0769 -9.4210 0.1150 
-9.5774 0.0765 -9.4557 0.1125 
-9.6019 0.0763 -9.4707 0.1177 
-9.6265 0.0763 -9.4874 0.1150 
-9.6350 0.0763 -9.4902 0.1109 
-9.6503 0.0763 -9.5010 0.1118 
-9.6715 0.0763 -9.5165 0.1119 
-9.6928 0.0763 -9.5320 0.1125 
-9.7357 0.0764 -9.5579 0.1169 
-9.7582 0.0764 -9.5719 0.1111 
-9.8222 0.0764 -9.6135 0.1116 
-9.8428 0.0764 -9.6259 0.1110 
-9.8620 0.0764 -9.6376 0.1151 
-9.9655 0.0767 -9.7122 0.1112 
-9.9818 0.0767 -9.7251 0.1138 
-9.9975 0.0767 -9.7350 0.1119 
-10.1082 0.0768 -9.8216 0.1142 
-10.2137 0.0769 -9.9037 0.1122 
-10.3165 0.0761 -9.9760 0.1108 
-10.3972 0.0752 -10.0394 0.1106 
-10.4699 0.0740 -10.0946 0.1110 
-10.5420 0.0731 -10.1538 0.1117 
-10.6094 0.0725 -10.2081 0.1118 
-10.6782 0.0724 -10.2598 0.1109 
-10.7463 0.0723 -10.3105 0.1109 
-10.8063 0.0720 -10.3547 0.1108 
-10.8593 0.0713 -10.3933 0.1106 
-10.9069 0.0700 -10.4166 0.1106 
-10.9518 0.0692 -10.4301 0.1108 
-10.9998 0.0690 -10.4425 0.1109 
-11.0446 0.0685 -10.4547 0.1107 
-11.0799 0.0675 -10.4685 0.1106 
-11.1084 0.0661 -10.4920 0.1108 
-11.1416 0.0655 -10.5217 0.1114 
-11.1772 0.0651 -10.5551 0.1118 
-11.2110 0.0648 -10.5910 0.1121 
-11.2420 0.0645 -10.6228 0.1108 
-11.2711 0.0640 -10.6472 0.1106 
-11.2959 0.0634 -10.6628 0.1107 
-11.3199 0.0629 -10.6816 0.1112 
-11.3452 0.0625 -10.7006 0.1113 
-11.3702 0.0623 -10.7224 0.1115 
-11.3962 0.0621 -10.7438 0.1107 
-11.4229 0.0621 -10.7575 0.1106 
-11.4475 0.0620 -10.7625 0.1106 
-11.4920 0.0616 -10.7759 0.1110 
-11.5614 0.0614 -10.8043 0.1116 
-11.0044 0.1017 -10.3594 0.2048 
-11.0418 0.0927 -10.3740 0.1998 
-11.0889 0.0786 -10.4546 0.1987 
-11.0557 0.0698 -10.5300 0.1982 
-11.0825 0.0680 -10.5920 0.1978 
-11.1719 0.0678 -10.6491 0.1976 
-9.7768 0.1086 -9.9588 0.0862 
-9.7622 0.1085 -9.9445 0.0946 
-9.7794 0.1085 -9.7759 0.1032 
-9.8116 0.1085 -9.7108 0.0812 
-9.8413 0.1086 -9.7030 0.0792 
-9.8674 0.1086 -9.6588 0.0802 
-9.8855 0.1086 -9.6138 0.0773 
-9.8760 0.1086 -9.6431 0.0786 
-9.8563 0.1086 -9.6996 0.0854 
-9.8148 0.1086 -9.7361 0.0724 
-9.7780 0.1086 -9.6885 0.0695 
-9.7748 0.1086 -9.6881 0.0683 
-9.7985 0.1086 -9.6644 0.0689 
-9.8134 0.1084 -9.6692 0.0670 
-9.8209 0.1079 -9.6731 0.0689 
-9.8276 0.1075 -9.6878 0.0698 
-9.8388 0.1073 -9.6604 0.0674 
-9.8524 0.1072 -9.6873 0.0679 
-9.8624 0.1073 -9.7126 0.0937 
-9.8778 0.1075 -9.7091 0.0715 
-9.9206 0.1074 -9.7367 0.0729 
-10.0056 0.1072 -9.7825 0.0717 
-10.0512 0.1071 -9.8263 0.0715 
-10.0757 0.1069 -9.8375 0.0685 
-10.1206 0.1044 -9.8738 0.0682 
-10.1744 0.1009 -9.9251 0.0718 
-10.2409 0.1011 -10.0259 0.0704 
-10.3173 0.1008 -10.0687 0.0692 
-10.3906 0.1016 -10.0846 0.0674 
-10.4585 0.1015 -10.1094 0.0677 
-10.5146 0.0992 -10.1873 0.0680 
-10.5779 0.0990 -10.1708 0.0686 
-10.6428 0.0995 -10.1902 0.0683 
-10.6900 0.0977 -10.2209 0.0676 
-10.7368 0.0971 -10.2621 0.0713 
-10.5873 0.1013 -10.4043 0.2954 
-10.6384 0.0956 -10.5516 0.2937 
-10.7258 0.0838 -10.6105 0.2930 
-10.8812 0.0827 -10.6593 0.2924 
-11.3939 0.0711 -10.6591 0.2004 
-11.3357 0.0701 -10.7079 0.2005 
-11.3259 0.0756 -10.7389 0.2000 
-11.4422 0.0774 -10.7883 0.2000 
-11.5349 0.0788 -10.8354 0.2003 
-8.6781 0.0994 -8.5713 0.1848 
-8.7217 0.0976 -8.5932 0.1828 
-8.7500 0.0963 -8.6074 0.1823 
-8.7715 0.0951 -8.6212 0.1822 
-8.7942 0.0938 -8.6427 0.1823 
-8.8149 0.0927 -8.6599 0.1827 
-8.8361 0.0916 -8.6778 0.1826 
-8.8582 0.0905 -8.6967 0.1845 
-8.8858 0.0891 -8.7228 0.1830 
-8.9081 0.0880 -8.7436 0.1822 
-8.9301 0.0869 -8.7659 0.1828 
-8.9520 0.0859 -8.7869 0.1844 
-8.9758 0.0848 -8.8090 0.1837 
-8.9969 0.0838 -8.8304 0.1849 
-9.0170 0.0829 -8.8538 0.1826 
-9.0357 0.0821 -8.8733 0.1825 
-9.0575 0.0813 -8.8960 0.1840 
-9.0746 0.0806 -8.9167 0.1832 
-9.0909 0.0801 -8.9338 0.1855 
-9.1060 0.0796 -8.9502 0.1835 
-9.1108 0.0794 -8.9555 0.1826 
-9.1217 0.0791 -8.9677 0.1822 
-9.1354 0.0787 -8.9829 0.1823 
-9.1484 0.0784 -8.9975 0.1827 
-9.1612 0.0781 -9.0117 0.1841 
-9.1887 0.0776 -9.0402 0.1847 
-9.2303 0.0770 -9.0774 0.1876 
-9.2953 0.0767 -9.1315 0.1903 
-9.3077 0.0768 -9.1418 0.1874 
-9.3330 0.0768 -9.1628 0.1912 
-9.3422 0.0769 -9.1703 0.1820 
-9.3461 0.0769 -9.1735 0.1839 
-9.3697 0.0770 -9.1950 0.1838 
-9.3815 0.0771 -9.2040 0.1834 
-9.3944 0.0772 -9.2138 0.1838 
-9.4059 0.0773 -9.2254 0.1823 
-9.4419 0.0775 -9.2551 0.1847 
-9.4467 0.0776 -9.2616 0.1820 
-9.4528 0.0776 -9.2660 0.1831 
-9.4634 0.0777 -9.2769 0.1822 
-9.4740 0.0778 -9.2845 0.1845 
-9.4855 0.0779 -9.2959 0.1846 
-9.4958 0.0780 -9.3033 0.1898 
-9.5059 0.0780 -9.3137 0.1852 
-9.5159 0.0781 -9.3208 0.1855 
-9.5266 0.0782 -9.3317 0.1823 
-9.5370 0.0783 -9.3393 0.1825 
-9.5461 0.0784 -9.3492 0.1830 
-9.5552 0.0785 -9.3559 0.1825 
-9.5641 0.0785 -9.3625 0.1827 
-9.5739 0.0786 -9.3697 0.1850 
-9.5806 0.0787 -9.3747 0.1819 
-9.5824 0.0787 -9.3761 0.1895 
-9.5909 0.0788 -9.3823 0.1835 
-9.5993 0.0788 -9.3885 0.1904 
-9.6341 0.0791 -9.4107 0.1847 
-9.6432 0.0791 -9.4171 0.1842 
-9.6514 0.0792 -9.4198 0.1861 
-9.6920 0.0793 -9.4380 0.1819 
-9.8036 0.0796 -9.4783 0.1820 
-9.9140 0.0798 -9.5133 0.1825 
-10.2661 0.0926 -9.5265 0.0761 
-10.2945 0.0939 -9.6549 0.0776 
-10.3344 0.0979 -9.7088 0.0698 
-10.3398 0.1035 -9.7518 0.0689 
-10.3572 0.1069 -9.7932 0.0620 
-10.3857 0.1069 -9.8221 0.0608 
-10.4229 0.1036 -9.8838 0.0610 
-10.4458 0.0983 -9.9212 0.0607 
-10.4677 0.0932 -9.9468 0.0601 
-10.5018 0.0895 -9.9723 0.0596 
-10.5463 0.0874 -10.0120 0.0597 
-10.5925 0.0866 -10.0384 0.0595 
-10.6429 0.0867 -10.0523 0.0590 
-10.6937 0.0868 -10.1196 0.0688 
-10.7343 0.0857 -10.1467 0.0602 
-10.7621 0.0829 -10.1545 0.0596 
-10.7861 0.0801 -10.1717 0.0594 
-10.8154 0.0789 -10.2016 0.0596 
-10.8575 0.0794 -10.2409 0.0635 
-10.9012 0.0802 -10.2796 0.0734 
-10.9342 0.0799 -10.3030 0.0802 
-10.9734 0.0774 -10.3436 0.0950 
-10.9986 0.0771 -10.3947 0.0690 
-11.0215 0.0775 -10.3925 0.0767 
-11.0316 0.0773 -10.4086 0.0673 
-11.0536 0.0739 -10.4353 0.0620 
-11.0487 0.0708 -10.4655 0.0625 
-11.0406 0.0690 -10.4839 0.0626 
-11.2842 0.0920 -10.5172 0.1523 
-11.2731 0.0843 -10.4730 0.1450 
-11.3235 0.0806 -10.5218 0.1442 
-11.3763 0.0828 -10.5424 0.1458 
-11.3844 0.0786 -10.5761 0.1461 
-11.4057 0.0751 -10.6120 0.1465 
-11.3786 0.0724 -10.6356 0.1448 
-11.3606 0.0684 -10.6610 0.1422 
-11.3321 0.0679 -10.6886 0.1417 
-11.3373 0.0686 -10.7124 0.1420 
-11.3584 0.0690 -10.7265 0.1420 
-11.3645 0.0698 -10.7605 0.1415 
-11.3811 0.0702 -10.7893 0.1414 
-11.1348 0.1069 -10.4036 0.1925 
-11.1642 0.1235 -10.3834 0.1909 
-11.2134 0.1099 -10.3939 0.1843 
-11.2357 0.0983 -10.4439 0.1823 
-11.3051 0.0905 -10.4829 0.1795 
-11.3233 0.0795 -10.5137 0.1777 
-11.3399 0.0763 -10.5528 0.1769 
-11.4085 0.0734 -10.5762 0.1765 
-11.4086 0.0686 -10.6164 0.1767 
-11.4274 0.0678 -10.6451 0.1774 
-11.4391 0.0683 -10.6661 0.1776 
-11.4181 0.0699 -10.6851 0.1770 
-11.3839 0.0724 -10.6983 0.1763 
-11.3590 0.0745 -10.7003 0.1760 
-11.3384 0.0764 -10.6877 0.1754 
-11.3363 0.0777 -10.6944 0.1753 
-11.2219 0.0706 -10.6770 0.0788 
-11.1282 0.0733 -10.5881 0.0672 
-11.1833 0.0758 -10.5802 0.0656 
-11.2842 0.0769 -10.5904 0.0649 
-11.4245 0.0762 -10.6542 0.0740 
-11.5959 0.0745 -10.7043 0.0705 
-11.7575 0.0747 -10.7867 0.0571 
